"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"SWCH","","Fazenda Charqueada Norte Airport","Alta Floresta","Mato Grosso do Sul","BR",820,-10.00028,-57.06722,"America/Cuiaba",""
"SWCJ","","Coperjava Airport","Formoso Do Araguaia","Tocantins","BR",699,-11.81694,-49.75056,"America/Araguaina",""
"SWCK","","Fazenda Cocal Airport","Canarana","Mato Grosso do Sul","BR",984,-12.68361,-52.71722,"America/Cuiaba",""
"SWCL","","Chacara Santa Eulalia Airport","Alta Floresta","Mato Grosso do Sul","BR",669,-9.54667,-57.41583,"America/Cuiaba",""
"SWCM","","Fazenda Couto Magalhaes Airport","Agua Boa","Mato Grosso do Sul","BR",1378,-13.99028,-52.92694,"America/Cuiaba",""
"SWCN","","Fazenda Saudade Airport","Cocalinho","Goiás","BR",784,-14.14333,-51.015,"America/Sao_Paulo",""
"SWCO","","Fazenda Continental Airport","Cocalinho","Mato Grosso do Sul","BR",919,-14.71556,-51.20972,"America/Cuiaba",""
"SWCP","","Campo Novo do Parecis Airport","Campo Novo Do Parecis","Mato Grosso do Sul","BR",1818,-13.62861,-57.92639,"America/Cuiaba",""
"SWCQ","CQS","Costa Marques Airport","Costa Marques","Rondônia","BR",555,-12.4211,-64.2516,"America/Porto_Velho",""
"SWCR","","Porto Caracara Airport","Pocone","Mato Grosso do Sul","BR",328,-17.83389,-57.16722,"America/Cuiaba",""
"SWCT","","Complexo Turistico S. R. Pantanal Hoteis LTDA Airport","Pocone","Mato Grosso do Sul","BR",334,-17.36806,-56.78472,"America/Campo_Grande",""
"SWCU","","Fazenda Canuana Airport","Formoso Do Araguaia","Tocantins","BR",787,-11.9775,-49.90805,"America/Araguaina",""
"SWCV","","Casalvasco Airport","Vila Bela Da Santissima Trindade","Mato Grosso do Sul","BR",676,-15.48944,-60.08556,"America/Cuiaba",""
"SWCW","","Cavalcante Airport","Cavalcante","Goiás","BR",2625,-13.7661,-47.4286,"America/Araguaina",""
"SWCX","","Cabixi Airport","Cabixi","","BR",1247,-13.70028,-60.70056,"America/Cuiaba",""
"SWCY","","Fazenda Aparecida do Norte Airport","Nova Maringa","Mato Grosso do Sul","BR",1004,-12.84472,-56.97694,"America/Cuiaba",""
"SWCZ","","Ceres Airport","Ceres","Goiás","BR",1962,-15.3447,-49.6047,"America/Sao_Paulo",""
"SWDA","","Fazenda Duas Ancoras - Secao Sede Airport","Barra Do Garcas","Mato Grosso do Sul","BR",925,-14.93583,-52.17306,"America/Cuiaba",""
"SWDB","","Fazenda Eldorado Airport","Barra Do Garcas","Mato Grosso do Sul","BR",1086,-15.57694,-52.21889,"America/Cuiaba",""
"SWDC","","Fazenda Arco-Iris Airport","Alto Garcas","Mato Grosso do Sul","BR",2516,-16.93833,-53.57833,"America/Cuiaba",""
"SWDE","","Fazenda Piratininga Airport","Sao Miguel Do Araguaia","Goiás","BR",722,-12.82194,-50.33222,"America/Araguaina",""
"SWDF","","Fazenda Braco Forte Airport","Novo Mundo","Pará","BR",1417,-9.525,-55.04222,"America/Belem",""
"SWDG","","Fazenda Sao Jose Airport","Reginopolis","São Paulo","BR",1509,-21.74444,-49.16472,"America/Sao_Paulo",""
"SWDI","","Dois Irmaos Airport","Peixe","Tocantins","BR",771,-11.73361,-49.33389,"America/Araguaina",""
"SWDJ","","Fazenda Duas Ancoras - Secao JAO Airport","Barra Do Garcas","Mato Grosso do Sul","BR",886,-14.8575,-52.03667,"America/Cuiaba",""
"SWDK","","Fazenda Dona Olga Airport","Colorado D`Oeste","Rondônia","BR",680,-13.01972,-61.16861,"America/Porto_Velho",""
"SWDM","DMT","Diamantino Airport","Diamantino","Mato Grosso do Sul","BR",1476,-14.3769,-56.4004,"America/Campo_Grande",""
"SWDN","DNO","Dianopolis Airport","Dianopolis","Tocantins","BR",2001,-11.5954,-46.8467,"America/Araguaina",""
"SWDO","","Rosario do Leste Airport","Rosario Do Leste","Mato Grosso do Sul","BR",699,-14.81694,-56.41722,"America/Cuiaba",""
"SWDQ","","Fazenda Saltos do Poente Airport","Santo Antonio Do Leverger","Mato Grosso do Sul","BR",1352,-16.43583,-55.27111,"America/Cuiaba",""
"SWDS","","Fazenda Favo de Mel Airport","Pontes E Lacerda","Mato Grosso do Sul","BR",846,-15.66083,-59.30556,"America/Cuiaba",""
"SWDT","","Fazenda Pioneira Airport","Diamantino","Mato Grosso do Sul","BR",2178,-14.28361,-57.70056,"America/Cuiaba",""
"SWDU","","Diauarum Airport","Barra Do Garcas","Mato Grosso do Sul","BR",820,-11.03361,-53.11722,"America/Cuiaba",""
"SWDV","","Descalvados Airport","Caceres","Mato Grosso do Sul","BR",361,-16.73472,-57.76389,"America/Cuiaba",""
"SWDW","","Divisao Airport","Diamantino","","BR",1345,-13.11694,-56.16722,"America/Cuiaba",""
"SWDY","","Fazenda Agua Fria Airport","Nova Crixas","Goiás","BR",1175,-14.75472,-50.3775,"America/Araguaina",""
"SWDZ","","Fazenda Agua Limpa Airport","Indiavai","Mato Grosso do Sul","BR",1181,-15.28944,-58.53028,"America/Cuiaba",""
"SWEB","","Fazenda Arauna Airport","Juara","Mato Grosso do Sul","BR",951,-11.5675,-58.02611,"America/Cuiaba",""
"SWEC","ARS","Estancia das Cascatas Airport","Aragarcas","Goiás","BR",1017,-15.8967,-52.0956,"America/Cuiaba",""
"SWED","","Fazenda Eldorado Airport","Arapoema","","BR",686,-7.75722,-49.12167,"America/Araguaina",""
"SWEE","","Estirao do Equador Airport","Atalaia Do Norte","Loreto","BR",98,-4.52378,-71.5608,"America/Lima",""
"SWEF","","Fazenda Europa Airport","Cocalinho","Mato Grosso do Sul","BR",899,-14.80167,-51.34,"America/Cuiaba",""
"SWEG","","Fazenda Duas Marias Airport","Barao De Melgaco","Mato Grosso do Sul","BR",446,-16.83333,-55.66917,"America/Cuiaba",""
"SWEI","ERN","Eirunepe Airport","Eirunepe","Amazonas","BR",412,-6.63953,-69.8798,"America/Boa_Vista",""
"SWEK","CQA","Canarana Airport","Canarana","Mato Grosso do Sul","BR",1314,-13.57444,-52.27056,"America/Cuiaba",""
"SWEL","","Fazenda Santa Eulalia Airport","Araguaiana","","BR",853,-15.05833,-51.91667,"America/Cuiaba",""
"SWEM","","Emal - Empresa de Mineiracao Aripuana Ltda. Airport","Primavera Do Leste","Mato Grosso do Sul","BR",1837,-14.61889,-54.00333,"America/Cuiaba",""
"SWEN","","Estancia Recanto Airport","Alta Floresta","Mato Grosso do Sul","BR",1017,-9.94194,-56.10056,"America/Cuiaba",""
"SWEO","","Itapara Sport Fishing Airport","Rorainopolis","Roraima","BR",262,0.20972,-61.55,"America/Boa_Vista",""
"SWER","","Estancia Santana Airport","Cuiaba","Mato Grosso do Sul","BR",801,-15.46972,-56.06333,"America/Cuiaba",""
"SWET","","Fazenda Encantado Airport","Sapezal","Mato Grosso do Sul","BR",558,-13.31667,-58.79833,"America/Cuiaba",""
"SWEU","","Ecotur Univini Park Airport","Caracarai","Roraima","BR",266,0.80139,-61.6606,"America/Boa_Vista",""
"SWEW","","Fazenda Felicidade Airport","Porto Esperidiao","Mato Grosso do Sul","BR",656,-15.84222,-58.63167,"America/Cuiaba",""
"SWEX","","Fazenda Santa Escolastica Airport","Pedra Preta","Mato Grosso do Sul","BR",1145,-16.84667,-54.45889,"America/Cuiaba",""
"SWEY","","Fazenda Santa Fe Airport","Santa Tereza De Goias","Goiás","BR",1197,-13.535,-48.90167,"America/Araguaina",""
"SWEZ","","Fazenda Santa Rita de Cassia Airport","Jangada","Mato Grosso do Sul","BR",666,-15.25028,-56.48111,"America/Cuiaba",""
"SWFA","","Fazenda Pamplona Airport","Cristalina","Goiás","BR",3281,-16.25056,-47.61722,"America/Sao_Paulo",""
"SWFC","","Fazenda Colorado Airport","Juscimeira","Mato Grosso do Sul","BR",1191,-16.16722,-54.84278,"America/Cuiaba",""
"SWFD","","Fazenda Tombador Airport","Brasnorte","Mato Grosso do Sul","BR",863,-11.71667,-58.04806,"America/Cuiaba",""
"SWFE","","Fazenda Colen Airport","Lucas Do Rio Verde","Mato Grosso do Sul","BR",1345,-13.31444,-56.11278,"America/Cuiaba",""
"SWFF","","Fazenda Figueira Branca Airport","Sinop","Mato Grosso do Sul","BR",1001,-10.72361,-54.83833,"America/Cuiaba",""
"SWFG","","Fazenda Guanabara Airport","Barra Do Garcas","Mato Grosso do Sul","BR",1116,-12.03,-51.6775,"America/Cuiaba",""
"SWFH","","Fazenda Manchete Airport","Araguacema","","BR",640,-9.74694,-49.98083,"America/Araguaina",""
"SWFK","","Fazenda Juquei Agropecuaria Airport","Padre Bernardo","Goiás","BR",2297,-15.07472,-48.23861,"America/Sao_Paulo",""
"SWFL","","Fazenda Peixe Bravo Airport","Santa Terezinha","Mato Grosso do Sul","BR",656,-10.11694,-50.41722,"America/Cuiaba",""
"SWFN","","Flores Airport","Manaus","Amazonas","BR",203,-3.07278,-60.02111,"America/Manaus",""
"SWFO","","Fazenda Bocaina Airport","Jangada","Mato Grosso do Sul","BR",1037,-15.34639,-56.71111,"America/Cuiaba",""
"SWFP","","Fazenda Paraiso Airport","Porto Alegre Do Norte","Mato Grosso do Sul","BR",984,-10.63889,-52.0325,"America/Cuiaba",""
"SWFQ","","Fazenda Alvorada Airport","Porto Nacional","Tocantins","BR",943,-10.392,-48.6792,"America/Araguaina",""
"SWFR","","Formosa Airport","Formosa","Goiás","BR",3166,-15.5551,-47.3457,"America/Sao_Paulo",""
"SWFS","","Fazenda Sucuri Airport","Sinop","Mato Grosso do Sul","BR",1575,-13.53139,-54.93389,"America/Cuiaba",""
"SWFT","","Fazenda Santa Marcia Airport","Caiaponia","Goiás","BR",2822,-16.58083,-52.1425,"America/Sao_Paulo",""
"SWFU","","Fortuna Airport","Fortuna","Mato Grosso do Sul","BR",866,-16.16694,-59.50056,"America/Cuiaba",""
"SWFW","","Fazenda Jangada Airport","Barra Do Garcas","Mato Grosso do Sul","BR",919,-14.71722,-51.90889,"America/Cuiaba",""
"SWFX","SXO","Sao Felix do Araguaia Airport","Sao Felix Do Araguaia","Mato Grosso do Sul","BR",650,-11.6324,-50.6896,"America/Campo_Grande",""
"SWFY","","Fazenda Ipe Airport","Vila Rica","Mato Grosso do Sul","BR",718,-9.96694,-50.95056,"America/Cuiaba",""
"SWFZ","","Serafino Ferruzzi Airport","Alta Floresta","Mato Grosso do Sul","BR",820,-9.97556,-56.67306,"America/Cuiaba",""
"SWGA","","Fazenda Guara Airport","Vila Bela Da Santissima Trindade","Mato Grosso do Sul","BR",1378,-14.8225,-60.01722,"America/Cuiaba",""
"SWGE","","Fazenda Pirigara Airport","Barao De Melgaco","Mato Grosso do Sul","BR",344,-17.00722,-56.47806,"America/Cuiaba",""
"SWGF","","Hidreletrica de Jirau Airport","Porto Velho","Rondônia","BR",295,-9.28861,-64.62361,"America/Porto_Velho",""
"SWGH","","Fazenda Primavera Airport","Caceres","Mato Grosso do Sul","BR",1299,-16.23806,-57.62,"America/Cuiaba",""
"SWGI","GRP","Gurupi Airport","Gurupi","Tocantins","BR",1148,-11.7396,-49.1322,"America/Fortaleza",""
"SWGK","","Fazenda Sete Barras Airport","Ribeirao Cascalheira","Mato Grosso do Sul","BR",801,-12.55972,-51.68861,"America/Cuiaba",""
"SWGL","","Goalcool Airport","Serranopolis","Goiás","BR",2067,-18.39139,-52.10444,"America/Sao_Paulo",""
"SWGM","","Ninho das Aguias Airport","Cuiaba","Mato Grosso do Sul","BR",2464,-15.49,-55.81472,"America/Cuiaba",""
"SWGN","AUX","Araguaina Airport","Araguaina","Tocantins","BR",771,-7.22787,-48.2405,"America/Fortaleza",""
"SWGO","","Goianesia Airport","Goianesia","Goiás","BR",2303,-15.34,-49.13611,"America/Araguaina",""
"SWGP","","Palmeiras de Goias Airport","Palmeiras De Goias","Goiás","BR",1995,-16.8269,-49.8789,"America/Sao_Paulo",""
"SWGQ","","Fazenda Monte Alegre Airport","Nova Olimpia","Mato Grosso do Sul","BR",755,-14.78083,-57.35417,"America/Cuiaba",""
"SWGS","","Fazenda Divisa Airport","Santana Do Araguaia","Mato Grosso do Sul","BR",755,-9.79167,-50.82,"America/Cuiaba",""
"SWGT","","Fazenda Nova Airport","Jandaia","Goiás","BR",1844,-17.18806,-50.21333,"America/Sao_Paulo",""
"SWGU","","Fazenda Agua Fria Airport","Sandolandia","Tocantins","BR",738,-12.39889,-50.05472,"America/Araguaina",""
"SWGV","","Fazenda Cocal Airport","Agua Boa","Mato Grosso do Sul","BR",1004,-12.80194,-52.60778,"America/Cuiaba",""
"SWGW","","Fazenda Santa Rita do Araguaia Airport","Jussara","Goiás","BR",1047,-15.43778,-51.59861,"America/Cuiaba",""
"SWGZ","","Fazenda Guanabara Airport","Nova Olimpia","Mato Grosso do Sul","BR",988,-14.76694,-57.26722,"America/Cuiaba",""
"SWHA","","Fazenda Boa Esperanca Soberbinho Airport","Guarinos","Goiás","BR",1553,-14.64472,-49.81639,"America/Araguaina",""
"SWHE","","Agropecuaria Cajabi Airport","Marvelandia","Mato Grosso do Sul","BR",1352,-10.73444,-54.53444,"America/Cuiaba",""
"SWHF","","Fazenda Frigovale I Airport","Porto Nacional","Tocantins","BR",860,-10.48583,-48.33389,"America/Araguaina",""
"SWHG","","Santa Helena de Goias Airport","Santa Helena De Goias","Goiás","BR",1591,-17.88389,-50.56722,"America/Sao_Paulo",""
"SWHJ","","Fazenda Bela Vista Airport","Nova Monte Verde","Mato Grosso do Sul","BR",899,-10.05556,-56.99111,"America/Cuiaba",""
"SWHL","","Fazenda Maraba Airport","Campo Verde","Mato Grosso do Sul","BR",2247,-15.275,-55.12167,"America/Cuiaba",""
"SWHN","","Fazenda Nossa Senhora de Fatima Airport","Nova Monte Verde","Mato Grosso do Sul","BR",853,-10.15639,-56.98111,"America/Cuiaba",""
"SWHO","","Gleba Oscar Americano I Airport","Porto Dos Gauchos","Mato Grosso do Sul","BR",1017,-11.53361,-56.55056,"America/Cuiaba",""
"SWHP","GGB","Fazenda Olhos D`agua Airport","Agua Boa","Mato Grosso do Sul","BR",1407,-14.01944,-52.15222,"America/Cuiaba",""
"SWHQ","","Fazenda Santa Cruz Airport","Vila Bela Da Santissima Trindade","","BR",1060,-15.18917,-59.93917,"America/Cuiaba",""
"SWHS","","Fazenda Sao Joao Airport","Maurilandia","Goiás","BR",1729,-18.05333,-50.38694,"America/Sao_Paulo",""
"SWHT","HUW","Humaita Airport","Humaita","Amazonas","BR",230,-7.53212,-63.0721,"America/Manaus",""
"SWHU","","Fazenda Izaura - Usina Cocal Airport","Racharia","São Paulo","BR",1542,-22.50667,-50.86528,"America/Sao_Paulo",""
"SWHY","","Fazenda Esperanca I Airport","Rondon Do Para","Pará","BR",285,-4.13,-48.69,"America/Belem",""
"SWHZ","","Fazenda Taquarucu Retiro Airport","Carlinda","Mato Grosso do Sul","BR",1010,-10.33861,-55.96556,"America/Cuiaba",""
"SWIA","","Iaciara Airport","Iaciara","Goiás","BR",1854,-14.1064,-46.6694,"America/Araguaina",""
"SWIB","","Fazenda Santa Laura Airport","Nova Santa Helena","Mato Grosso do Sul","BR",1096,-10.86278,-54.91417,"America/Cuiaba",""
"SWID","","Fazenda Indiara Airport","Sao Miguel Do Araguaia","Goiás","BR",909,-13.3149,-49.7749,"America/Sao_Paulo",""
"SWIE","","Fazenda Sao Francisco Airport","Mundo Novo","Goiás","BR",984,-13.91944,-50.01,"America/Sao_Paulo",""
"SWIG","","Fazenda Sao Jose Airport","Pontes E Lacerda","Mato Grosso do Sul","BR",879,-15.01083,-59.25222,"America/Cuiaba",""
"SWII","IPG","Ipiranga Airport","Santo Antonio Do Ica","Amazonas","BR",131,-2.93907,-69.694,"America/Manaus",""
"SWIJ","","Fazenda Sao Jorge Airport","Itiquira","Mato Grosso do Sul","BR",1683,-17.51806,-54.82639,"America/Cuiaba",""
"SWIK","","Fazenda Vanguarda Airport","Cocalinho","Goiás","BR",935,-14.91722,-51.28389,"America/Cuiaba",""
"SWIL","","Fazenda Taruma Airport","Pedra Preta","Mato Grosso do Sul","BR",1499,-17.01583,-54.34972,"America/Cuiaba",""
"SWIM","","Fazenda Tres Ranchos Airport","Montes Claros De Goias","Goiás","BR",1142,-16.12667,-51.66972,"America/Sao_Paulo",""
"SWIN","","Fazenda Itamarati Norte Airport","Campo Novo Do Parecis","Mato Grosso do Sul","BR",2188,-14.243,-57.9953,"America/Cuiaba",""
"SWIO","","Fazenda Triangulo Airport","Edeia","Goiás","BR",1562,-17.62139,-50.14167,"America/Sao_Paulo",""
"SWIP","","Ipameri Airport","Ipameri","Goiás","BR",2729,-17.68722,-48.16195,"America/Sao_Paulo",""
"SWIU","","Madeirinha Airport","Aripuana","Rondônia","BR",476,-9.84639,-61.4175,"America/Porto_Velho",""
"SWIV","","Aguia Branca do Paru Airport","Almeirim","Pará","BR",479,-1.26806,-53.26139,"America/Santarem",""
"SWIW","","Brigadeiro Eduardo Gomes Airport","Nova Mutum","Mato Grosso do Sul","BR",1398,-13.8172,-56.0361,"America/Cuiaba",""
"SWIX","","Fazenda Michelin Airport","Itiquira","Mato Grosso do Sul","BR",1640,-17.37417,-54.735,"America/Cuiaba",""
"SWIY","IDO","Santa Izabel do Morro Airport","Cristalandia","Tocantins","BR",647,-11.5723,-50.6662,"America/Araguaina",""
"SWJA","","Fazenda Juina Airport","Juina","Mato Grosso do Sul","BR",1100,-11.64278,-59.0875,"America/Cuiaba",""
"SWJB","","Fazenda Juba Airport","Tangara Da Serra","Mato Grosso do Sul","BR",1667,-14.745,-58.12833,"America/Cuiaba",""
"SWJC","","Jaciara Airport","Jaciara","Mato Grosso do Sul","BR",1198,-15.97167,-54.96861,"America/Cuiaba",""
"SWJD","","Fazenda Genipapo Airport","Sao Domingos","Goiás","BR",1279,-13.45222,-46.67944,"America/Sao_Paulo",""
"SWJE","","Fazenda Ibia Airport","Baliza","Goiás","BR",2634,-16.39694,-52.32861,"America/Sao_Paulo",""
"SWJF","","Fazenda Sao Marcelo Airport","Juruena","Mato Grosso do Sul","BR",840,-10.23333,-58.49445,"America/Cuiaba",""
"SWJG","","Fazenda Jaragua Airport","Arenapolis","Mato Grosso do Sul","BR",1083,-14.48361,-57.43389,"America/Cuiaba",""
"SWJI","JPR","Ji-Parana Airport","Ji-Parana","Rondônia","BR",598,-10.8708,-61.8465,"America/Boa_Vista",""
"SWJJ","","Fazenda Januarinho Airport","Salto Do Ceu","Mato Grosso do Sul","BR",755,-15.05028,-57.50056,"America/Cuiaba",""
"SWJK","","Fazenda Sao Paulo Airport","Britania","Goiás","BR",984,-14.97639,-51.33556,"America/Cuiaba",""
"SWJL","","Fazenda Invernada Airport","Itaja","Goiás","BR",1345,-19.04111,-51.25945,"America/Sao_Paulo",""
"SWJM","","Fazenda Bom Jesus Airport","Novo Alegre","Goiás","BR",2067,-12.96639,-46.56528,"America/Araguaina",""
"SWJN","JIA","Juina Airport","Juina","Mato Grosso do Sul","BR",1083,-11.41944,-58.70167,"America/Cuiaba",""
"SWJO","","Fazenda Sao Paulo - Retiro Santa Maria Airport","Britania","Goiás","BR",984,-15.14,-51.25444,"America/Araguaina",""
"SWJP","","Bittencourt Airport","Japura","Amazonas","BR",257,-1.40393,-69.4238,"America/Eirunepe",""
"SWJQ","","Fazenda Colibri Airport","Selviria","Mato Grosso do Sul","BR",1391,-20.22694,-51.84583,"America/Campo_Grande",""
"SWJR","","Fazenda Uniao Airport","Santa Carmen","Mato Grosso do Sul","BR",1180,-11.94889,-54.51556,"America/Cuiaba",""
"SWJS","","Fazenda Samambaia Airport","Jussara","Goiás","BR",692,-15.48611,-51.26944,"America/Sao_Paulo",""
"SWJT","","Fazenda Joatao Airport","Sao Felix Do Araguaia","Mato Grosso do Sul","BR",1165,-11.49399,-52.61807,"America/Cuiaba",""
"SWJU","JRN","Juruena Airport","Juruena","Mato Grosso do Sul","BR",525,-10.30583,-58.48944,"America/Cuiaba",""
"SWJV","","Palmeiras do Javari Airport","Atalaia Do Norte","Amazonas","BR",394,-5.12724,-72.81,"America/Eirunepe",""
"SWJW","JTI","Jatai Airport","Jatai","Goiás","BR",2529,-17.8299,-51.773,"America/Sao_Paulo",""
"SWJX","","Fazenda das Perobas Airport","Prudente De Morais","Minas Gerais","BR",2762,-19.50222,-44.15778,"America/Sao_Paulo",""
"SWJY","","Fazenda Campo Alegre III Airport","Alto Garcas","Mato Grosso do Sul","BR",2625,-16.84472,-53.73444,"America/Cuiaba",""
"SWJZ","","Fazenda Morro Vermelho Airport","Juscimeira","Mato Grosso do Sul","BR",1654,-15.98139,-54.53389,"America/Cuiaba",""
"SWKA","","Fazenda Canada Airport","Jussara","Goiás","BR",951,-15.59528,-51.25722,"America/Sao_Paulo",""
"SWKB","","Fazenda Campina Airport","Boca Do Acre","Amazonas","BR",699,-9.1425,-67.44583,"America/Manaus",""
"SWKC","CCX","Caceres Airport","Caceres","Mato Grosso do Sul","BR",492,-16.0436,-57.6299,"America/Cuiaba",""
"SWKE","","Cobrape Airport","Formoso Do Araguaia","Tocantins","BR",656,-11.50861,-49.84222,"America/Araguaina",""
"SWKG","","Fazenda Agua Limpa Airport","Nova Ubirata","Mato Grosso do Sul","BR",1623,-13.40722,-54.75195,"America/Cuiaba",""
"SWKH","","Fazenda Floresta Airport","Campo Verde","Mato Grosso do Sul","BR",2050,-15.22111,-55.13278,"America/Cuiaba",""
"SWKJ","","Fazenda Mutum Airport","Dom Aquino","Mato Grosso do Sul","BR",1821,-15.39806,-54.60833,"America/Cuiaba",""
"SWKL","","Fazenda Primavera do Terebinto Airport","Alto Alegre Dos Parecis","Rondônia","BR",590,-12.55778,-61.99611,"America/Porto_Velho",""
"SWKM","","Aero Agricola Rondon Airport","Tangara Da Serra","Mato Grosso do Sul","BR",1390,-14.64417,-57.50417,"America/Cuiaba",""
"SWKO","CIZ","Coari Airport","Coari","Amazonas","BR",131,-4.13406,-63.1326,"America/Boa_Vista",""
"SWKP","","Chacara Veneza Airport","Pontes E Lacerda","Mato Grosso do Sul","BR",866,-15.2425,-59.28528,"America/Cuiaba",""
"SWKQ","NSR","Serra da Capivara Airport","Sao Raimundo Nonato","Piauí","BR",1362,-9.08278,-42.64444,"America/Fortaleza",""
